subject,category,term,definition,,,
LC Biology,Human Biology - Nervous System,Interneuron,A neuron that connects sensory and motor neurons., debris or earth down a sloped section of land.,,
LC Biology,Human Biology - Endocrine System,Pituitary Gland,The 'master gland' that controls other endocrine glands.,,,
LC Biology,Human Biology - Endocrine System,Adrenal Gland,A gland that produces hormones like adrenaline.,,,
LC Biology,Human Biology - Endocrine System,Insulin,A hormone that lowers blood sugar levels.,,,
LC Biology,Human Biology - Endocrine System,Glucagon,A hormone that raises blood sugar levels.,,,
LC Biology,Human Biology - Excretory System,Nephron,The filtering unit of the kidney.,,,
LC Biology,Human Biology - Excretory System,Glomerulus,A network of capillaries within the nephron.,,,
LC Biology,Human Biology - Excretory System,Bowman's Capsule,A cup-like sac that surrounds the glomerulus.,,,
LC Biology,Human Biology - Excretory System,Urea,A waste product of protein metabolism that is excreted in urine.,,,
LC Biology,Human Biology - Reproduction,Ovulation,The release of an egg from the ovary.,,,
LC Biology,Human Biology - Reproduction,Menstruation,The shedding of the uterine lining.,,,
LC Biology,Human Biology - Reproduction,Placenta,The organ that connects the mother and the developing foetus.,,,
LC Biology,Human Biology - Reproduction,Amniotic Fluid,The fluid that surrounds the foetus in the uterus.,,,
LC Biology,Plant Biology,Transpiration Pull,The force that pulls water up the xylem from the roots to the leaves.,,,
LC Biology,Plant Biology,Stamen,The male reproductive part of a flower.,,,
LC Biology,Plant Biology,Pistil,The female reproductive part of a flower.,,,
LC Biology,Plant Biology,Pollination,The transfer of pollen from the anther to the stigma.,,,
LC Biology,Plant Biology,Germination,The process by which a seed sprouts.,,,
LC Biology,Plant Biology,Dormancy,"A period in an organism's life cycle when growth, development, and physical activity are temporarily stopped.",,,
LC Biology,Ecology,Food Chain,A sequence of who eats whom in an ecosystem.,,,
LC Biology,Ecology,Trophic Level,A level or position in a food chain or ecological pyramid.,,,
LC Biology,Ecology,Biomass,The total mass of organisms in a given area or volume.,,,
LC Biology,Ecology,Pyramid of Numbers,A diagram that shows the number of organisms at each trophic level.,,,
LC Biology,Ecology,Pyramid of Biomass,A diagram that shows the total mass of organisms at each trophic level.,,,
LC Biology,Ecology,Predator,An organism that hunts and kills other organisms for food.,,,
LC Biology,Ecology,Prey,An organism that is hunted and killed for food.,,,
LC Biology,Ecology,Competition,The struggle between organisms for limited resources.,,,
LC Biology,Ecology,Symbiosis,A close and long-term interaction between two different species.,,,
LC Biology,Ecology,Commensalism,A symbiotic relationship where one organism benefits and the other is unaffected.,,,
LC Biology,Ecology,Mutualism,A symbiotic relationship where both organisms benefit.,,,
LC Biology,Ecology,Parasitism,A symbiotic relationship where one organism benefits and the other is harmed.,,,
LC Biology,Micro-organisms,Bacteriophage,A virus that infects bacteria.,,,
LC Biology,Micro-organisms,Antibiotic Resistance,The ability of bacteria to resist the effects of an antibiotic.,,,
LC Biology,Micro-organisms,Pasteurisation,A process of heating a food to a specific temperature for a certain time to kill microorganisms.,,,
LC Biology,Micro-organisms,Fermentation,A process that releases energy from food without oxygen.,,,
LC Biology,Micro-organisms,Yeast,A single-celled fungus used in baking and brewing.,,,
LC Biology,Micro-organisms,Mould,A type of fungus that grows in the form of multicellular filaments called hyphae.,,,
LC Biology,The Cell,Cell Theory,"The theory that all living organisms are composed of cells, that the cell is the basic unit of life, and that all cells come from pre-existing cells.",,,
LC Biology,The Cell,Fluid Mosaic Model,The model that describes the structure of the cell membrane as a mosaic of components that are able to move fluidly within the membrane.,,,
LC Biology,The Cell,Selectively Permeable,A property of the cell membrane that allows some substances to pass through while preventing others.,,,
LC Biology,The Cell,Active Transport,"The movement of substances across a cell membrane against their concentration gradient, requiring energy.",,,
LC Biology,The Cell,Endocytosis,The process by which cells take in substances by engulfing them in a section of the cell membrane.,,,
LC Biology,The Cell,Exocytosis,The process by which cells release substances by fusing a vesicle with the cell membrane.,,,
LC Biology,The Cell,Cell Cycle,The sequence of growth and division that all cells undergo.,,,
LC Biology,The Cell,Prophase II,"The first stage of meiosis II, where chromosomes condense and the nuclear envelope breaks down.",,,
LC Biology,The Cell,Metaphase II,"The second stage of meiosis II, where chromosomes align at the equatorial plate.",,,
LC Biology,The Cell,Anaphase II,"The third stage of meiosis II, where sister chromatids separate and move to opposite poles.",,,
LC Biology,The Cell,Telophase II,"The final stage of meiosis II, where four new nuclei are formed around the chromosomes.",,,
LC Biology,Genetics,Trait,A specific characteristic of an organism.,,,
LC Biology,Genetics,Locus,The specific location of a gene on a chromosome.,,,
LC Biology,Genetics,Codominance,A type of inheritance where both alleles are expressed equally in the phenotype of the heterozygote.,,,
LC Biology,Genetics,Polygenic Trait,A trait that is controlled by multiple genes.,,,
LC Biology,Genetics,Sex Chromosome,A chromosome that determines the sex of an individual (X or Y).,,,
LC Biology,Genetics,Autosome,Any chromosome that is not a sex chromosome.,,,
LC Biology,Genetics,Gene Therapy,The process of inserting a gene into a patient's cells to correct a genetic defect.,,,
LC Biology,Genetics,Genetic Screening,The process of testing individuals to determine their genetic makeup or to identify genetic abnormalities.,,,
LC Biology,Human Biology - Digestion,Liver,"An organ that produces bile, filters the blood, and detoxifies chemicals.",,,
LC Biology,Human Biology - Digestion,Pancreas,An organ that produces digestive enzymes and hormones like insulin and glucagon.,,,
LC Biology,Human Biology - Digestion,Enzyme,A protein that acts as a catalyst to speed up chemical reactions.,,,
LC Biology,Human Biology - Digestion,Villus,A single projection from the wall of the small intestine that aids in absorption.,,,
LC Biology,Human Biology - Circulation,Atrium,One of the two upper chambers of the heart.,,,
LC Biology,Human Biology - Circulation,Ventricle,One of the two lower chambers of the heart.,,,
LC Biology,Human Biology - Circulation,Aorta,The main artery that carries blood from the heart to the rest of the body.,,,
LC Biology,Human Biology - Circulation,Vena Cava,The large veins that carry deoxygenated blood to the heart.,,,
LC Biology,Human Biology - Circulation,Blood Clotting,The process by which blood changes from a liquid to a gel to seal a wound.,,,
LC Biology,Human Biology - Respiration,Cilia,Hair-like structures that line the respiratory tract and help move mucus.,,,
LC Biology,Human Biology - Respiration,Mucus,A slimy substance that traps dirt and pathogens in the respiratory tract.,,,
LC Biology,Human Biology - Excretory System,Ureter,A tube that carries urine from the kidney to the bladder.,,,
LC Biology,Human Biology - Excretory System,Urethra,A tube that carries urine from the bladder to outside the body.,,,
LC Biology,Plant Biology,Chloroplast,The organelle in a plant cell where photosynthesis occurs.,,,
LC Biology,Plant Biology,Stomata,Pores in the leaf epidermis that allow for gas exchange.,,,
LC Biology,Plant Biology,Transpiration,The process of water movement through a plant and its evaporation from aerial parts.,,,
LC Biology,Plant Biology,Pollen,The fine powder that contains the male gametes of a plant.,,,
LC Biology,Plant Biology,Seed,A fertilised ovule that can develop into a new plant.,,,
LC Biology,Ecology,Ecosystem,A community of living organisms and their non-living environment.,,,
LC Biology,Ecology,Community,All the different populations of species that live together in a particular area.,,,
LC Biology,Ecology,Population,A group of individuals of the same species living in the same area.,,,
LC Biology,Ecology,Habitat,The natural home of an organism.,,,
LC Biology,Ecology,Niche,The role of an organism in its environment.,,,
LC Biology,Ecology,Biotic,Relating to living organisms.,,,
LC Biology,Ecology,Abiotic,Relating to non-living components of an ecosystem.,,,
LC Biology,Ecology,Producer,An organism that produces its own food.,,,
LC Biology,Ecology,Consumer,An organism that eats other organisms.,,,
LC Biology,Ecology,Decomposer,An organism that breaks down dead organic matter.,,,
LC Biology,Ecology,Food Chain,A simple diagram of who eats whom.,,,
LC Biology,Ecology,Food Web,A complex diagram of interconnected food chains.,,,
LC Biology,Ecology,Trophic Level,A level in a food chain.,,,
LC Biology,Ecology,Pyramid of Numbers,A diagram showing the number of organisms at each trophic level.,,,
LC Biology,Ecology,Pyramid of Biomass,A diagram showing the total mass of organisms at each trophic level.,,,
LC Biology,Ecology,Pyramid of Energy,A diagram showing the energy flow between trophic levels.,,,
LC Biology,Ecology,Pollution,The contamination of the environment.,,,
LC Biology,Ecology,Conservation,The protection of the environment.,,,
LC Biology,Micro-organisms,Bacterium,A single-celled prokaryotic microorganism.,,,
LC Biology,Micro-organisms,Virus,A non-living microscopic infectious agent.,,,
LC Biology,Micro-organisms,Fungus,A eukaryotic organism that includes yeasts and moulds.,,,
LC Biology,Micro-organisms,Pathogen,A disease-causing microorganism.,,,
LC Biology,Micro-organisms,Antibiotic,A substance that kills or inhibits bacteria.,,,
LC Biology,Micro-organisms,Aseptic,Free from contamination by microorganisms.,,,
LC Biology,Micro-organisms,Sterilisation,The process of making something sterile.,,,
LC Biology,Micro-organisms,Pasteurisation,The process of heating a substance to kill microorganisms.,,,
